Date,Open,High,Low,Close,Volume
2020-08-19,7815.168627793902,7819.920210433281,7750.541158075431,7760.995655022562,795100
2020-08-20,7762.737035572481,7837.471482469682,7753.155921147354,7825.973706564226,1014900
2020-08-21,7762.027250525196,7805.928951601146,7758.209616326511,7803.065907986951,747900
2020-08-24,7901.9210982142595,7904.790616328766,7865.581894367527,7900.008815738256,1014900
2020-08-25,7935.468586083504,7939.298071074687,7892.388158131959,7936.4261399311945,902900
2020-08-26,7980.730875725151,8035.5118742015975,7969.197763800053,8029.745684858412,1137600
2020-08-27,8010.3070580039885,8010.3070580039885,7931.905894973239,7970.150524868746,1193800
2020-08-28,8063.62614994169,8089.631309517445,8041.4730078430075,8087.705300778907,670600
2020-08-31,7985.0623066333155,7992.688182617749,7945.980964889327,7958.37246793136,703500
2020-09-01,8011.930776533032,8055.015675981156,7991.824441425548,8054.058753220364,788300
2020-09-02,8092.719611515014,8148.195230933891,8048.721932926943,8136.717290103086,975100
2020-09-03,8115.604655598038,8120.401405089281,7869.066808501255,7916.071879614319,1936100
2020-09-04,7930.933884646483,7961.595918302258,7712.466803469032,7877.2755085090175,1680800
2020-09-08,7756.232461606829,7798.480063374508,7703.423691946849,7711.104474727646,5736900
2020-09-09,7789.069481791204,7872.339475293103,7772.798560257882,7827.354561455082,1165400
2020-09-10,7886.121740878155,7905.311426177976,7720.12810808039,7736.439413789194,1690800
2020-09-11,7788.5107205181,7809.602324543578,7701.269041015431,7760.70821806934,1383700
2020-09-14,7835.638537783783,7882.615730822875,7827.009655786396,7858.647670698236,964300
2020-09-15,7897.468689270912,7908.927012862359,7853.5462082295835,7872.642685731407,1527100
2020-09-16,7882.035286631616,7914.397602133922,7829.685528699479,7834.444201502949,850200
2020-09-17,7712.986563810188,7792.697924667984,7703.497305703876,7768.974417410209,1495100
2020-09-18,7754.351704917869,7758.134402082719,7625.742887215807,7673.971374223009,1102200
2020-09-21,7532.455986095755,7550.485528507736,7437.564876915585,7550.485528507736,1526500
2020-09-22,7571.9888982778975,7601.447960315735,7509.2687629468965,7596.69689628901,782500
2020-09-23,7633.098732470115,7637.866134951146,7468.157081236705,7474.831008268055,1298000
2020-09-24,7455.812437402586,7562.87051955504,7421.400937041924,7497.87109990418,2157300
2020-09-25,7469.872286700121,7596.204493660848,7448.816797176556,7589.505086101592,1632200
2020-09-28,7703.967618965028,7727.92572220379,7682.884371131991,7719.301155986614,853200
2020-09-29,7701.33646387685,7719.520541272528,7662.097292689741,7681.238618939649,653800
2020-09-30,7702.861658780823,7793.980499014943,7699.984352668497,7734.513489549514,2826100
2020-10-01,7778.269116885243,7792.627376860102,7737.10916111275,7781.1406228219275,1120000
2020-10-02,7672.005464273176,7773.557747935758,7668.173206087803,7738.1099079174455,1544400
2020-10-05,7787.409290675205,7866.902147205854,7787.409290675205,7863.071086935699,671000
2020-10-06,7891.184677566075,7929.566073407639,7784.676651836248,7797.151026421692,1662700
2020-10-07,7865.086945342962,7917.82800849009,7862.21029309862,7902.485619320185,1301300
2020-10-08,7971.04342389431,7993.166096402604,7952.767598373626,7992.204017730197,771200
2020-10-09,8039.507535076009,8065.490776907337,8023.147688951911,8056.829941036238,1570100
2020-10-12,8071.603234236152,8139.681529386525,8063.932254954318,8115.710267789429,1123400
2020-10-13,8069.293008146107,8071.205798015399,8019.571414278317,8040.606996231421,1542600
2020-10-14,8067.8404442465235,8087.946065786743,8003.69616347856,8015.184985726839,1262200
2020-10-15,7871.689206093017,7960.446154031476,7857.373428400226,7951.856396163523,1095000
2020-10-16,8001.089070286324,8029.7800814019965,7972.397329509375,7972.397329509375,808500
2020-10-19,8014.787664141031,8030.099847750482,7887.507875856589,7901.862865459174,1024900
2020-10-20,7945.294519920319,8005.609913001181,7931.89126155186,7942.4224974731915,724200
2020-10-21,7941.99426712969,7988.909528862601,7919.973473678434,7922.845687565859,1557000
2020-10-22,7867.4307107097675,7903.53701446989,7817.070945698584,7893.085056158539,813700
2020-10-23,7947.74795904581,7947.74795904581,7890.604318272713,7947.74795904581,629900
2020-10-26,7838.498907335767,7856.553628731369,7714.968625342493,7789.086939533008,1766400
2020-10-27,7803.977678061872,7809.686976876742,7761.155758937069,7766.865783756366,1093100
2020-10-28,7601.357981602062,7614.643693190027,7497.91912366477,7505.510441702907,3092300
2020-10-29,7495.627627210664,7604.52006812572,7462.485695706941,7554.334705458954,2031400
2020-10-30,7528.934516745884,7547.915531394935,7429.282379640131,7496.665922947344,2499300
2020-11-02,7581.120111013263,7612.447227203588,7525.110958649403,7591.562483076705,1582000
2020-11-03,7693.345934531478,7777.950817272957,7680.03735018541,7745.630176793493,1643400
2020-11-04,7812.107099385531,7953.506794875995,7785.535422275796,7877.587820851593,2079700
2020-11-05,8012.599765344114,8060.948595909531,7996.483729580974,8036.3000732108485,1110600
2020-11-06,7978.628182783723,8005.900808638684,7938.190278145971,7981.4500826939475,1452200
2020-11-09,8314.395093976234,8316.270005784647,8073.520411587617,8081.956084586796,2239200
2020-11-10,8234.194304474422,8261.870752326906,8166.435026539087,8235.148865605006,1293400
2020-11-11,8286.825028236055,8311.666823497899,8263.893130960772,8297.334569943021,2748100
2020-11-12,8280.844420920961,8302.852264889978,8190.897415025166,8221.517563621746,1582600
2020-11-13,8254.362196682185,8321.137782082187,8245.777169757373,8311.597892888356,813400
2020-11-16,8364.370488169845,8385.274404372594,8328.264185135085,8384.32402865676,916500
2020-11-17,8333.654248136472,8382.050757860057,8303.287966817397,8356.428778128466,1684700
2020-11-18,8339.946894618331,8355.077389904098,8255.781485383399,8255.781485383399,1112100
2020-11-19,8225.491643921627,8286.791598574508,8198.14241124547,8283.961772152805,1064700
2020-11-20,8280.345982373377,8295.424772465374,8261.497315000743,8265.266473250813,1330900
2020-11-23,8313.633545486447,8336.250347384783,8260.860768065277,8305.151795415091,684900
2020-11-24,8429.15485506941,8492.725125902392,8408.281823499143,8488.92983183189,1575200
2020-11-25,8460.44442268252,8484.161748298495,8429.137379158552,8474.674962811172,1076700
